Source,Target
Suilán Estévez Velarde,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Alejandro Piad Morffis,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Lia de la Concepción Zerquera Ferrer,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Alberto Fernández Oliva,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Suilán Estévez Velarde,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Alejandro Piad Morffis,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Lia de la Concepción Zerquera Ferrer,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Sandy Sánchez Domínguez,"UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba"
Sandy Sánchez Domínguez,"DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba"
Sandy Sánchez Domínguez,"DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba"
Sandy Sánchez Domínguez,"DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba"
Adolfo Arsenio Fernández García,"UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba"
Adolfo Arsenio Fernández García,"DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba"
Adolfo Arsenio Fernández García,"DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba"
Adolfo Arsenio Fernández García,"DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba"
Jorly Alberto Pérez Pérez,"UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba"
Jorly Alberto Pérez Pérez,"DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba"
Jorly Alberto Pérez Pérez,"DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba"
Jorly Alberto Pérez Pérez,"DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba"
Tahiry Gómez Hernández,"UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba"
Tahiry Gómez Hernández,"DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba"
Tahiry Gómez Hernández,"DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba"
Tahiry Gómez Hernández,"DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba"
Leticia Cristina Bequer Mendoza,"UnidaddeInvestigacionesBiomédicas,UniversidaddeCienciasMédicasdeVillaClara,VillaClara,Cuba"
Leticia Cristina Bequer Mendoza,"DepartamentodeMatemática,UniversidaddeOriente,SantiagodeCuba,Cuba"
Leticia Cristina Bequer Mendoza,"DepartamentodeMatemática,EscuelaIterarmasGeneralJoséMaceoGrajales,SantiagodeCuba,Cuba"
Leticia Cristina Bequer Mendoza,"DepartamentodeMatemática,UniversidadCentralMartaAbreudelasVillas,VillaClara,Cuba"
"García Rojas, Pedro","Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba"
"García Rojas, Pedro","URACCAN, Managua"
"Flores López, W. O.","Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba"
"Flores López, W. O.","URACCAN, Managua"
Aymée de los Ángeles Marrero Severo,"Departamento de Matemática Aplicada, Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Ernesto Alfonso Hernández,"Departamento de Matemática Aplicada, Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Juan Carlos Jiménez Sobrino,"Departamento de Matemática Interdisciplinaria, Instituto de Cibernética, Matemática y Física, La Habana, Cuba"
Frank Sadan Naranjo-Noda,"Departamento de Matemática Interdisciplinaria, Instituto de Cibernética, Matemática y Física, La Habana, Cuba"
Ana Margarita Solares Asteasuainzarra,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Ana Margarita Solares Asteasuainzarra,"Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba"
Ludwig Leonard Méndez,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Ludwig Leonard Méndez,"Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba"
Daniel Alejandro Valdés Pérez,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Daniel Alejandro Valdés Pérez,"Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba"
Dra. Marta Lourdes Baguer Díaz-Romañach,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Dra. Marta Lourdes Baguer Díaz-Romañach,"Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba"
Lauren Jimenez-Martin,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Lauren Jimenez-Martin,"Hospital Ginecobstétrico Universitario 'Ramón González Coro', La Habana, Cuba"
Diego Esteban Gutierrez Valencia,"Facultad de Matemáticas, Universidad Autónoma de Guerrero, Chilpancingo, Guerrero, México"
Ricardo Abreu Blaya,"Facultad de Matemáticas, Universidad Autónoma de Guerrero, Chilpancingo, Guerrero, México"
Daniel Alfonso Santiesteban,"Facultad de Matemáticas, Universidad Autónoma de Guerrero, Chilpancingo, Guerrero, México"
Damian Valdés Santiago,"DirectoryEditor-JefedelarevistaCienciasMatemáticas.DepartamentoMatemáticaAplicada,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,LaHabana,Cuba"
Lic. Mar´ıa Esther Reyes Calzado,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
"García Rojas, Pedro","Centro de Salud Mental, Ministerio de Salud Pública, La Habana, Cuba."
Alicia Robbio Marrero,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Roxana Cabrera Puig,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Comité Editorial,"Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Reinaldo Rodr(cid:237)guez Ramos,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Reinaldo Rodr(cid:237)guez Ramos,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Marta María Álvarez Pérez,"Fue Metodóloga Nacional de Matemática, Ministerio de Educación, Cuba"
José Jorge Rodríguez Salgado,Scalian Consulting Spain SL. España.
José Jorge Rodríguez Salgado,"Departamento Matemática Aplicada, Facultad de Matemáticay Computación, Universidad de La Habana, La Habana, Cuba."
Fernando Raul Rodriguez Flores,Scalian Consulting Spain SL. España.
Fernando Raul Rodriguez Flores,"Departamento Matemática Aplicada, Facultad de Matemáticay Computación, Universidad de La Habana, La Habana, Cuba."
Lázaro Ramón Caraballo Rodríguez,"Departamento de Automática, Facultad de Ingeniería Eléctrica, Universidad Central 'Marta Abreu' de las Villas, Villa Clara, Cuba"
Rubén Orozco Morales,"Departamento de Automática, Facultad de Ingeniería Eléctrica, Universidad Central 'Marta Abreu' de las Villas, Villa Clara, Cuba"
Marlen Pérez Díaz,"Departamento de Automática, Facultad de Ingeniería Eléctrica, Universidad Central 'Marta Abreu' de las Villas, Villa Clara, Cuba"
Abelardo López Domínguez,"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba"
Abelardo López Domínguez,"Departamento de Matemática, Instituto Técnico Militar “José Martí”, La Habana, Cuba"
Abelardo López Domínguez,"Departamento de Electrónica, Instituto Técnico Militar “José Martí”, La Habana, Cuba"
Alisbet Martínez Bello,"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba"
Alisbet Martínez Bello,"Departamento de Matemática, Instituto Técnico Militar “José Martí”, La Habana, Cuba"
Alisbet Martínez Bello,"Departamento de Electrónica, Instituto Técnico Militar “José Martí”, La Habana, Cuba"
Tania Diez Fumero,"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba"
Tania Diez Fumero,"Departamento de Matemática, Instituto Técnico Militar “José Martí”, La Habana, Cuba"
Tania Diez Fumero,"Departamento de Electrónica, Instituto Técnico Militar “José Martí”, La Habana, Cuba"
Luis Enrique Fernández Machado,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Rolando Sánchez Ramos,"DepartamentodeComputación,FacultaddeMatemáticayComputación,UniversidaddeLaHabana,Cuba"
Lizet Sánchez Valdés,"Dirección de investigaciones clínicas, Centro de Inmunología Molecular, La Habana, Cuba"
Jorge Luis Palomino Hernández,"Dirección de investigaciones clínicas, Centro de Inmunología Molecular, La Habana, Cuba"
Patricia Lorenzo-Luaces Álvarez,"Dirección de investigaciones clínicas, Centro de Inmunología Molecular, La Habana, Cuba"
Dagoberto Acosta Iglesias,"Departamento de Matemática y Física, Universidad Tecnológica del Chocó Diego Luis Córdoba, Chocó, Colombia"
Dagoberto Acosta Iglesias,"Grupo de Modelización Interdisciplinar, InterTech, Instituto Universitario de Matemática Pura y Aplicada, Universitat Politècnica de València, España"
Dagoberto Acosta Iglesias,"Facultad de Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador"
Milton Henry Perea,"Departamento de Matemática y Física, Universidad Tecnológica del Chocó Diego Luis Córdoba, Chocó, Colombia"
Milton Henry Perea,"Grupo de Modelización Interdisciplinar, InterTech, Instituto Universitario de Matemática Pura y Aplicada, Universitat Politècnica de València, España"
Milton Henry Perea,"Facultad de Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador"
Miguel Enrique Iglesias Martínez,"Departamento de Matemática y Física, Universidad Tecnológica del Chocó Diego Luis Córdoba, Chocó, Colombia"
Miguel Enrique Iglesias Martínez,"Grupo de Modelización Interdisciplinar, InterTech, Instituto Universitario de Matemática Pura y Aplicada, Universitat Politècnica de València, España"
Miguel Enrique Iglesias Martínez,"Facultad de Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador"
Cliffor Jerry Herrera-Castrillo,"Centro Universitario Regional de Estelí. Universidad Nacional Autónoma de Nicaragua, Managua, Nicaragua"
Isaura Lisbeth Hudiel Fuentes,"Centro Universitario Regional de Estelí. Universidad Nacional Autónoma de Nicaragua, Managua, Nicaragua"
Jolbin José Mairena Aráuz,"Centro Universitario Regional de Estelí. Universidad Nacional Autónoma de Nicaragua, Managua, Nicaragua"
Abelardo López Domínguez,"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba"
Abelardo López Domínguez,"Departamento de Matemática, Instituto Técnico Militar 'José Martí', La Habana, Cuba"
Lissette María Pedroso Carracedo,"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba"
Lissette María Pedroso Carracedo,"Departamento de Matemática, Instituto Técnico Militar 'José Martí', La Habana, Cuba"
Tania Diez Fumero,"Centro de Estudios para el Perfeccionamiento de la Educación Superior, Universidad de La Habana, La Habana, Cuba"
Tania Diez Fumero,"Departamento de Matemática, Instituto Técnico Militar 'José Martí', La Habana, Cuba"
Carlos Jiménez Tejeda,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Carlos Jiménez Tejeda,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Nelson Tomás Hernández Reyes,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Nelson Tomás Hernández Reyes,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Ernesto Alejandro López Caldalso,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Ernesto Alejandro López Caldalso,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Juan Raúl Delgado Rubi,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Juan Raúl Delgado Rubi,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Carlos Jiménez Tejeda,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Carlos Jiménez Tejeda,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Nelson Tomás Hernández Reyes,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Nelson Tomás Hernández Reyes,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Ernesto Alejandro López Caldalso,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Ernesto Alejandro López Caldalso,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Juan Raúl Delgado Rubi,"Centro de Estudios de Matemática, Instituto de Ciencias Básicas, Universidad Tecnológica de La Habana 'José Antonio Echeverría', La Habana, Cuba"
Juan Raúl Delgado Rubi,"Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana, La Habana, Cuba"
Miguel Salvat Quesada,"Departamento deIngeniería Informática, Universidad JoséMartí Pérez deSancti – Spíritus,Cuba"
Miguel Salvat Quesada,"Departamento de EducaciónaDistancia, Universidad deCienfuegos Carlos Rafael Rodríguez,Cuba"
Ernesto Roberto Fuentes Garí,"Departamento deIngeniería Informática, Universidad JoséMartí Pérez deSancti – Spíritus,Cuba"
Ernesto Roberto Fuentes Garí,"Departamento de EducaciónaDistancia, Universidad deCienfuegos Carlos Rafael Rodríguez,Cuba"
JorgeFardales Pérez,"Departamento deIngeniería Informática, Universidad JoséMartí Pérez deSancti – Spíritus,Cuba"
JorgeFardales Pérez,"Departamento de EducaciónaDistancia, Universidad deCienfuegos Carlos Rafael Rodríguez,Cuba"
RafaelBelloPérez,"Universidad Central 'Marta Abreu' de Las Villas, Cuba"
JuliettM.SuárezFerreira,"Universidad Central 'Marta Abreu' de Las Villas, Cuba"
YailénMartínezJiménez,"Universidad Central 'Marta Abreu' de Las Villas, Cuba"
VíctorM.GarcíaMartínez,"Universidad Central 'Marta Abreu' de Las Villas, Cuba"
Sissi Pérez Del Pino (Adiestrado),Universidad de Matanzas ¨Camilo Cienfuegos¨ (UMCC)
Lourdes Tarifa Lozano (Profesor Titular),Universidad de Matanzas ¨Camilo Cienfuegos¨ (UMCC)
Martha Beatriz Boggiano Castillo,Universidad Marta Abreu de Las Villas
Ramiro Pèrez Vazquez,Universidad Marta Abreu de Las Villas
Alain Pérez Alonso,Universidad Marta Abreu de Las Villas
Ariel Calderón Valdés,Universidad Marta Abreu de Las Villas
N. Díaz,"Facultad de Matemática, Físicay Computación,Universidad Central 'Marta Abreu' delas Villas. Cuba."
N. Díaz,"Facultad deMatemáticay Computación,Universidad de La Habana, Cuba."
P.Freyre,"Facultad de Matemática, Físicay Computación,Universidad Central 'Marta Abreu' delas Villas. Cuba."
P.Freyre,"Facultad deMatemáticay Computación,Universidad de La Habana, Cuba."
E. R.Morgado,"Facultad de Matemática, Físicay Computación,Universidad Central 'Marta Abreu' delas Villas. Cuba."
E. R.Morgado,"Facultad deMatemáticay Computación,Universidad de La Habana, Cuba."
Michel Artiles Egüe,Universidad Central 'Marta Abreu' de Las Villas
Michel Artiles Egüe,Departamento de Ciencia de la Computación
Michel Artiles Egüe,Cuba
Damny Magdaleno Guevara,Universidad Central 'Marta Abreu' de Las Villas
Damny Magdaleno Guevara,Departamento de Ciencia de la Computación
Damny Magdaleno Guevara,Cuba
Leticia Arco García,Universidad Central 'Marta Abreu' de Las Villas
Leticia Arco García,Departamento de Ciencia de la Computación
Leticia Arco García,Cuba
Gheisa Lucía Ferreira Lorenzo,Universidad Central 'Marta Abreu' de Las Villas
Jarvin Antón Vargas,Universidad Central 'Marta Abreu' de Las Villas
Luis Quintero Domínguez,Universidad Central 'Marta Abreu' de Las Villas
Yaimara Granados Hondares,Universidad Central 'Marta Abreu' de Las Villas
Benny JonRobaina,Universidad de La Habana
Benny JonRobaina,Facultad de Matemática y Computación
Daniel Alejandro Mesejo León,Universidad de La Habana
Daniel Alejandro Mesejo León,Facultad de Matemática y Computación
Omar Salas García,Universidad de La Habana
Omar Salas García,Facultad de Matemática y Computación
Javier GuillotJiménez,Universidad de La Habana
Javier GuillotJiménez,Facultad de Matemática y Computación
Haydée Guillot Jiménez,Universidad de La Habana
Haydée Guillot Jiménez,Facultad de Matemática y Computación
Víctor Manuel Mendiola Lau,Universidad de La Habana
Víctor Manuel Mendiola Lau,Facultad de Matemática y Computación
Manuel Vázquez Acosta,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Pedro Y. Piñero Pérez,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Felix N. Abelardo,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Surayne Torres López,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Ana D. Pérez,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Javier Menéndez,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Marielis Izquierdo Matias,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Jose A. Lugo García,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Ernesto A. Mederos Franqueiro,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Michaell González Jorrín,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Henrik Pestano Pino,"Laboratorio de Gestión de Proyectos, Dirección Técnica de Producción, Universidad de las Ciencias Informáticas, Carretera San Antonio Km 2½. Ciudad de la Habana, Cuba, CP:19370, Tel (53)(07) 8372408"
Rafael Chaviano Conde,"Universidad Central 'Marta Abreu' de Las Villas, Santa Clara, Cuba"
Elsa C. Ramírez García,"Universidad Central 'Marta Abreu' de Las Villas, Santa Clara, Cuba"
Angel Isaac Moreno Delfrade,"Universidad Central 'Marta Abreu' de Las Villas, Santa Clara, Cuba"
Miguel Escalona Reyes,Universidad de Holguín
Osvaldo Jesús Rojas Velázquez,Universidad de Holguín
Eduardo Álvarez Rojas,Universidades de Ciencias Pedagógicas
Elsa Gutiérrez Báez,Universidades de Ciencias Pedagógicas
Isabel Santiesteban Pérez,Universidades de Ciencias Pedagógicas
Maricela Rodríguez Ortiz,Universidades de Ciencias Pedagógicas
Isel Grau,"Centro de Estudios de Informática, Universidad Central Marta Abreu de Las Villas, Cuba"
Isis Bonet,"Centro de Estudios de Informática, Universidad Central Marta Abreu de Las Villas, Cuba"
Isel Grau,"Centro de Estudios de Informática, Universidad Central Marta Abreu de Las Villas, Cuba"
Isis Bonet,"Centro de Estudios de Informática, Universidad Central Marta Abreu de Las Villas, Cuba"
Lizet Sánchez Valdés,IPK.SLD.CU
Lizet Sánchez Valdés,"Universidad de Sancti Spíritus, Cuba"
Lizet Sánchez Valdés,UHasselt.BE
Lizet Sánchez Valdés,SUSS.CO.CU
Ziv Shkedy,IPK.SLD.CU
Ziv Shkedy,"Universidad de Sancti Spíritus, Cuba"
Ziv Shkedy,UHasselt.BE
Ziv Shkedy,SUSS.CO.CU
Carlos Rafael Sebrango Rodríguez,IPK.SLD.CU
Carlos Rafael Sebrango Rodríguez,"Universidad de Sancti Spíritus, Cuba"
Carlos Rafael Sebrango Rodríguez,UHasselt.BE
Carlos Rafael Sebrango Rodríguez,SUSS.CO.CU
Néstor Carbonell Rivero,IPK.SLD.CU
Néstor Carbonell Rivero,"Universidad de Sancti Spíritus, Cuba"
Néstor Carbonell Rivero,UHasselt.BE
Néstor Carbonell Rivero,SUSS.CO.CU
Gonzalo González Hernández,"UCP. Félix Varela, Cuba."
Carlos Duardo Monteagudo,"UCP. Félix Varela, Cuba."
Nancy Mesa Carpio,"UCP. Félix Varela, Cuba."
Mayelín Macías Norat,"Dpto. de Ing. Informática, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Cuba"
Mayelín Macías Norat,"Dpto. de Ing. Biomédica, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Santiago de Cuba, Cuba"
Romina Robert Pérez,"Dpto. de Ing. Informática, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Cuba"
Romina Robert Pérez,"Dpto. de Ing. Biomédica, Facultad de Ingeniería Eléctrica, Universidad de Oriente, Santiago de Cuba, Cuba"
Adolfo Arsenio Fernández García,"Universidad del estado de Amazonas, Brasil"
Adolfo Arsenio Fernández García,"Departamento de Matemática, Universidad de Oriente"
Sandy Sánchez Domínguez,"Universidad del estado de Amazonas, Brasil"
Sandy Sánchez Domínguez,"Departamento de Matemática, Universidad de Oriente"
Antonio Iván Ruiz Chaveco,"Universidad del estado de Amazonas, Brasil"
Antonio Iván Ruiz Chaveco,"Departamento de Matemática, Universidad de Oriente"
David Guinovart Sanjuán,"Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba"
David Guinovart Sanjuán,Universidad de las Ciencias InformÆticas
AlejandroAlonso Fœster,"Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba"
AlejandroAlonso Fœster,Universidad de las Ciencias InformÆticas
RaœlGuinovart D(cid:237)az,"Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba"
RaœlGuinovart D(cid:237)az,Universidad de las Ciencias InformÆticas
Julián Bravo Castillero,"Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba"
Julián Bravo Castillero,Universidad de las Ciencias InformÆticas
Reinaldo Rodr(cid:237)guez Ramos,"Carretera San Antonio de los Baæos, km 5‰, Reparto Lourdes, Boyeros, La Habana, Cuba"
Reinaldo Rodr(cid:237)guez Ramos,Universidad de las Ciencias InformÆticas
Flor María Guerrero Casas,"Departamento de Economía Aplicada (Matemáticas), Universidad de Málaga, España"
Flor María Guerrero Casas,"Área de Métodos Cuantitativos e Historia Económica, Universidad Pablo de Olavide, España"
Flor María Guerrero Casas,"Departamento de Matemáticas, Universidad de Pinar del Río"
Rafael E. Caballero Fernández,"Departamento de Economía Aplicada (Matemáticas), Universidad de Málaga, España"
Rafael E. Caballero Fernández,"Área de Métodos Cuantitativos e Historia Económica, Universidad Pablo de Olavide, España"
Rafael E. Caballero Fernández,"Departamento de Matemáticas, Universidad de Pinar del Río"
Víctor E. Pérez León,"Departamento de Economía Aplicada (Matemáticas), Universidad de Málaga, España"
Víctor E. Pérez León,"Área de Métodos Cuantitativos e Historia Económica, Universidad Pablo de Olavide, España"
Víctor E. Pérez León,"Departamento de Matemáticas, Universidad de Pinar del Río"
Fátima Pérez García,"Departamento de Economía Aplicada (Matemáticas), Universidad de Málaga, España"
Fátima Pérez García,"Área de Métodos Cuantitativos e Historia Económica, Universidad Pablo de Olavide, España"
Fátima Pérez García,"Departamento de Matemáticas, Universidad de Pinar del Río"
Vladimir Pacheco Gonzalez,Universidad de Cienfuegos
Marcela Rivera,Departamento de Investigaciones en Ciencias Agrícolas
Marcela Rivera,Benemérita Universidad Autónoma de Puebla
Marcela Rivera,Facultad de Ciencias Físico-Matemáticas
Marcela Rivera,Facultad de Ciencias de la Computación
Gladys Linares Fleites,Departamento de Investigaciones en Ciencias Agrícolas
Gladys Linares Fleites,Benemérita Universidad Autónoma de Puebla
Gladys Linares Fleites,Facultad de Ciencias Físico-Matemáticas
Gladys Linares Fleites,Facultad de Ciencias de la Computación
Hortensia J. Reyes Cervantes,Departamento de Investigaciones en Ciencias Agrícolas
Hortensia J. Reyes Cervantes,Benemérita Universidad Autónoma de Puebla
Hortensia J. Reyes Cervantes,Facultad de Ciencias Físico-Matemáticas
Hortensia J. Reyes Cervantes,Facultad de Ciencias de la Computación
Adrián Saldaña,Departamento de Investigaciones en Ciencias Agrícolas
Adrián Saldaña,Benemérita Universidad Autónoma de Puebla
Adrián Saldaña,Facultad de Ciencias Físico-Matemáticas
Adrián Saldaña,Facultad de Ciencias de la Computación
Virginia Álvarez Suárez,Universidad de La Habana
Virginia Álvarez Suárez,Facultad de Matemática y Computación
Idania Urrutia Roman´ı,Universidad de La Habana
Idania Urrutia Roman´ı,Facultad de Matemática y Computación
Otilio B. Mederos Anoceto,"Universidad Aut(cid:243)noma de Coahuila, MØxico"
Otilio B. Mederos Anoceto,"Universidad de La Habana, Cuba"
Rita A. Roldán Inguanzo,"Universidad Aut(cid:243)noma de Coahuila, MØxico"
Rita A. Roldán Inguanzo,"Universidad de La Habana, Cuba"
Lis Velázquez Vidal,"División de Turismo DATYS, Cuba"
Lis Velázquez Vidal,"División de Sistemas de Gestión Empresarial DATYS, Cuba"
Lis Velázquez Vidal,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Lucina García Hernández,"División de Turismo DATYS, Cuba"
Lucina García Hernández,"División de Sistemas de Gestión Empresarial DATYS, Cuba"
Lucina García Hernández,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Mijail Veliz Monteagudo,"División de Turismo DATYS, Cuba"
Mijail Veliz Monteagudo,"División de Sistemas de Gestión Empresarial DATYS, Cuba"
Mijail Veliz Monteagudo,"Facultad de Matemática y Computación, Universidad de La Habana, Cuba"
Isabel Alonso Berenguer,"Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España"
Isabel Alonso Berenguer,"Departamento de Matemática. Facultad de Matemática y Computación. Universidad de Oriente, Cuba"
Mailyn Álvarez Caneda,"Departamento de Matemáticas. Escuela de Tecnología y Ciencias Experimentales. Universidad Jaume I, España"
